step	is_bug	state	point
1.0	0.0	LONG_WALK	[0.5, 0.5, 0.5, 0.5, 0.5]
2.0	0.0	LONG_WALK	[0.75, 0.25, 0.75, 0.25, 0.75]
3.0	0.0	LONG_WALK	[0.25, 0.75, 0.25, 0.75, 0.25]
4.0	0.0	LONG_WALK	[0.375, 0.375, 0.625, 0.125, 0.875]
5.0	0.0	LONG_WALK	[0.875, 0.875, 0.125, 0.625, 0.375]
6.0	0.0	LONG_WALK	[0.625, 0.125, 0.375, 0.375, 0.125]
7.0	0.0	LONG_WALK	[0.125, 0.625, 0.875, 0.875, 0.625]
8.0	0.0	LONG_WALK	[0.1875, 0.3125, 0.3125, 0.6875, 0.5625]
9.0	0.0	LONG_WALK	[0.6875, 0.8125, 0.8125, 0.1875, 0.0625]
10.0	0.0	LONG_WALK	[0.9375, 0.0625, 0.5625, 0.9375, 0.3125]
11.0	0.0	LONG_WALK	[0.4375, 0.5625, 0.0625, 0.4375, 0.8125]
12.0	0.0	LONG_WALK	[0.3125, 0.1875, 0.9375, 0.5625, 0.4375]
13.0	0.0	LONG_WALK	[0.8125, 0.6875, 0.4375, 0.0625, 0.9375]
14.0	0.0	LONG_WALK	[0.5625, 0.4375, 0.1875, 0.8125, 0.6875]
15.0	0.0	LONG_WALK	[0.0625, 0.9375, 0.6875, 0.3125, 0.1875]
16.0	0.0	LONG_WALK	[0.09375, 0.46875, 0.84375, 0.40625, 0.28125]
17.0	0.0	LONG_WALK	[0.59375, 0.96875, 0.34375, 0.90625, 0.78125]
18.0	0.0	LONG_WALK	[0.84375, 0.21875, 0.09375, 0.15625, 0.53125]
19.0	0.0	LONG_WALK	[0.34375, 0.71875, 0.59375, 0.65625, 0.03125]
20.0	0.0	LONG_WALK	[0.46875, 0.09375, 0.46875, 0.28125, 0.65625]
